,match_id,season,date,seed_type,bastion_type,player_a_uuid,player_b_uuid,player_a_nickname,player_b_nickname,time,elo_a_before,elo_b_before,has_player_forfeited,winner_uuid
492,2849629,9,1756157048,BURIED_TREASURE,BRIDGE,253b53d832ab4bafb5ee0308d5164ccf,0b164a03002048d3955715422179eedf,Aquacorde,KenanKardes,526.979,1717,1757,False,253b53d832ab4bafb5ee0308d5164ccf
493,2849655,9,1756157233,VILLAGE,HOUSING,817a3f2e92da42ab89c64a787ce16d28,9a8e24df4c8549d696a6951da84fa5c4,Voxio,Feinberg,626.384,1681,1689,False,9a8e24df4c8549d696a6951da84fa5c4
494,2849726,9,1756157677,BURIED_TREASURE,TREASURE,253b53d832ab4bafb5ee0308d5164ccf,388533d5a2ad4b349a31db4738670a4b,Aquacorde,v_strid,546.731,1734,1873,False,253b53d832ab4bafb5ee0308d5164ccf
495,2849763,9,1756157957,SHIPWRECK,STABLES,9a8e24df4c8549d696a6951da84fa5c4,ea96ade538b3498d9de431a5aec6ffbf,Feinberg,jonahhhhhhhh,499.034,1712,1549,False,9a8e24df4c8549d696a6951da84fa5c4
496,2849850,9,1756158604,VILLAGE,TREASURE,0b164a03002048d3955715422179eedf,9a8e24df4c8549d696a6951da84fa5c4,KenanKardes,Feinberg,598.53,1754,1718,False,9a8e24df4c8549d696a6951da84fa5c4
497,2849950,9,1756159209,BURIED_TREASURE,BRIDGE,9a8e24df4c8549d696a6951da84fa5c4,253b53d832ab4bafb5ee0308d5164ccf,Feinberg,Aquacorde,563.241,1737,1801,False,9a8e24df4c8549d696a6951da84fa5c4
498,2850042,9,1756159831,SHIPWRECK,HOUSING,5ee577fdc1af45d3a6fb3e086cc293fb,253b53d832ab4bafb5ee0308d5164ccf,Ranik_,Aquacorde,579.525,1780,1739,False,253b53d832ab4bafb5ee0308d5164ccf
499,2850162,9,1756160842,RUINED_PORTAL,BRIDGE,7fad8dae2ab04971bc07a6440f84d609,253b53d832ab4bafb5ee0308d5164ccf,suravil,Aquacorde,565.699,1642,1764,False,253b53d832ab4bafb5ee0308d5164ccf
500,2850249,9,1756161678,SHIPWRECK,TREASURE,2e4fbe60568549f7a6666e1ced1ae385,253b53d832ab4bafb5ee0308d5164ccf,R3nR,Aquacorde,607.591,1596,1781,False,253b53d832ab4bafb5ee0308d5164ccf
501,2850313,9,1756162384,SHIPWRECK,BRIDGE,253b53d832ab4bafb5ee0308d5164ccf,388533d5a2ad4b349a31db4738670a4b,Aquacorde,v_strid,663.429,1785,1884,False,253b53d832ab4bafb5ee0308d5164ccf
502,2850369,9,1756162943,BURIED_TREASURE,BRIDGE,253b53d832ab4bafb5ee0308d5164ccf,41d79a18ef5540d6bb3d68634f06a3b1,Aquacorde,okrzej_,492.183,1813,1742,False,253b53d832ab4bafb5ee0308d5164ccf
503,2850459,9,1756163880,SHIPWRECK,TREASURE,0b6c44a481e14c7e88ac836c92499ff4,253b53d832ab4bafb5ee0308d5164ccf,Khepryyy,Aquacorde,591.163,1693,1831,False,253b53d832ab4bafb5ee0308d5164ccf
504,2850564,9,1756164925,RUINED_PORTAL,TREASURE,a54e3bc4c6354b07a236b81efbcfe791,388533d5a2ad4b349a31db4738670a4b,Infume,v_strid,527.113,1918,1888,False,a54e3bc4c6354b07a236b81efbcfe791
505,2850578,9,1756165031,RUINED_PORTAL,HOUSING,253b53d832ab4bafb5ee0308d5164ccf,41d79a18ef5540d6bb3d68634f06a3b1,Aquacorde,okrzej_,795.352,1884,1706,False,41d79a18ef5540d6bb3d68634f06a3b1
506,2850640,9,1756165585,SHIPWRECK,STABLES,a54e3bc4c6354b07a236b81efbcfe791,253b53d832ab4bafb5ee0308d5164ccf,Infume,Aquacorde,507.091,1978,1810,False,253b53d832ab4bafb5ee0308d5164ccf
507,2850722,9,1756166318,VILLAGE,STABLES,388533d5a2ad4b349a31db4738670a4b,a54e3bc4c6354b07a236b81efbcfe791,v_strid,Infume,503.57,1847,1952,False,388533d5a2ad4b349a31db4738670a4b
508,2850724,9,1756166330,DESERT_TEMPLE,STABLES,5ee577fdc1af45d3a6fb3e086cc293fb,253b53d832ab4bafb5ee0308d5164ccf,Ranik_,Aquacorde,664.399,1768,1842,False,253b53d832ab4bafb5ee0308d5164ccf
509,2850804,9,1756167100,RUINED_PORTAL,BRIDGE,253b53d832ab4bafb5ee0308d5164ccf,a54e3bc4c6354b07a236b81efbcfe791,Aquacorde,Infume,727.141,1853,1929,False,253b53d832ab4bafb5ee0308d5164ccf
510,2850909,9,1756167971,DESERT_TEMPLE,HOUSING,78ea25c3db9a4830ba7e78074bd6fd10,a54e3bc4c6354b07a236b81efbcfe791,ogurikappa,Infume,588.807,1776,1910,False,78ea25c3db9a4830ba7e78074bd6fd10
511,2850952,9,1756168458,DESERT_TEMPLE,BRIDGE,253b53d832ab4bafb5ee0308d5164ccf,0b6c44a481e14c7e88ac836c92499ff4,Aquacorde,Khepryyy,528.466,1883,1665,False,253b53d832ab4bafb5ee0308d5164ccf
512,2851021,9,1756169083,SHIPWRECK,HOUSING,253b53d832ab4bafb5ee0308d5164ccf,a54e3bc4c6354b07a236b81efbcfe791,Aquacorde,Infume,579.634,1889,1882,False,253b53d832ab4bafb5ee0308d5164ccf
513,2851190,9,1756170893,BURIED_TREASURE,BRIDGE,5fe66e8b389f4dc384222e8cc09485f0,a54e3bc4c6354b07a236b81efbcfe791,sanjinhu,Infume,289.502,1627,1834,True,a54e3bc4c6354b07a236b81efbcfe791
514,2851344,9,1756172472,VILLAGE,TREASURE,2ef2bfed3d084649b56290328970ace9,a54e3bc4c6354b07a236b81efbcfe791,nahhann,Infume,563.593,1840,1839,False,a54e3bc4c6354b07a236b81efbcfe791
515,2851362,9,1756172620,VILLAGE,HOUSING,3b01d4b4fef14f178b75f05c04dd34ef,0d0f007a376a462299bf23f2f713b0e5,BeefSalad,MrBudgiee,468.073,1845,1775,False,0d0f007a376a462299bf23f2f713b0e5
516,2851412,9,1756173100,DESERT_TEMPLE,BRIDGE,9a8e24df4c8549d696a6951da84fa5c4,c41b14ac0f1547aeb7690276d82aa458,Feinberg,Psemcovici,760.491,1765,1633,False,9a8e24df4c8549d696a6951da84fa5c4
517,2851432,9,1756173262,VILLAGE,HOUSING,0d0f007a376a462299bf23f2f713b0e5,a54e3bc4c6354b07a236b81efbcfe791,MrBudgiee,Infume,594.426,1835,1859,False,a54e3bc4c6354b07a236b81efbcfe791
518,2851438,9,1756173330,VILLAGE,STABLES,3b01d4b4fef14f178b75f05c04dd34ef,2ef2bfed3d084649b56290328970ace9,BeefSalad,nahhann,667.56,1823,1782,False,2ef2bfed3d084649b56290328970ace9
519,2851496,9,1756173995,SHIPWRECK,BRIDGE,2ef2bfed3d084649b56290328970ace9,a54e3bc4c6354b07a236b81efbcfe791,nahhann,Infume,621.543,1799,1918,False,2ef2bfed3d084649b56290328970ace9
520,2851637,9,1756175504,RUINED_PORTAL,TREASURE,c41b14ac0f1547aeb7690276d82aa458,a54e3bc4c6354b07a236b81efbcfe791,Psemcovici,Infume,659.258,1653,1860,False,a54e3bc4c6354b07a236b81efbcfe791
521,2851747,9,1756176584,VILLAGE,TREASURE,a54e3bc4c6354b07a236b81efbcfe791,4cf401d7b9474756b06a653867d22fca,Infume,BadGamer,502.742,1870,1731,False,a54e3bc4c6354b07a236b81efbcfe791
522,2851784,9,1756176987,DESERT_TEMPLE,BRIDGE,2ef2bfed3d084649b56290328970ace9,c41b14ac0f1547aeb7690276d82aa458,nahhann,Psemcovici,722.438,1832,1662,False,2ef2bfed3d084649b56290328970ace9
523,2851826,9,1756177434,VILLAGE,TREASURE,a54e3bc4c6354b07a236b81efbcfe791,0d0f007a376a462299bf23f2f713b0e5,Infume,MrBudgiee,701.196,1921,1789,False,0d0f007a376a462299bf23f2f713b0e5
524,2851872,9,1756177921,VILLAGE,BRIDGE,4cf401d7b9474756b06a653867d22fca,2ef2bfed3d084649b56290328970ace9,BadGamer,nahhann,581.799,1678,1883,False,4cf401d7b9474756b06a653867d22fca
525,2851922,9,1756178516,VILLAGE,BRIDGE,a54e3bc4c6354b07a236b81efbcfe791,2ef2bfed3d084649b56290328970ace9,Infume,nahhann,507.066,1857,1851,False,a54e3bc4c6354b07a236b81efbcfe791
526,2851977,9,1756179170,VILLAGE,HOUSING,0d0f007a376a462299bf23f2f713b0e5,a54e3bc4c6354b07a236b81efbcfe791,MrBudgiee,Infume,608.356,1865,1875,False,a54e3bc4c6354b07a236b81efbcfe791
527,2852044,9,1756179868,RUINED_PORTAL,TREASURE,2ef2bfed3d084649b56290328970ace9,0d0f007a376a462299bf23f2f713b0e5,nahhann,MrBudgiee,650.668,1834,1810,False,0d0f007a376a462299bf23f2f713b0e5
528,2852102,9,1756180693,DESERT_TEMPLE,STABLES,2ef2bfed3d084649b56290328970ace9,26c82339872246c489bf285760ca1af3,nahhann,novadud,739.91,1781,1681,False,2ef2bfed3d084649b56290328970ace9
529,2852201,9,1756182038,VILLAGE,BRIDGE,d7e1777addd845b994867237ba0a6473,2ef2bfed3d084649b56290328970ace9,Jppsh,nahhann,689.748,1608,1813,True,
530,2852312,9,1756183366,VILLAGE,TREASURE,2ef2bfed3d084649b56290328970ace9,0d0f007a376a462299bf23f2f713b0e5,nahhann,MrBudgiee,528.356,1787,1882,False,2ef2bfed3d084649b56290328970ace9
531,2852390,9,1756184383,SHIPWRECK,HOUSING,d7e1777addd845b994867237ba0a6473,2ef2bfed3d084649b56290328970ace9,Jppsh,nahhann,535.065,1633,1818,False,2ef2bfed3d084649b56290328970ace9
532,2854919,9,1756213909,DESERT_TEMPLE,BRIDGE,25349f93cf194f3baeee93d024eccc21,92b63a39b36a445fa94c77ae212dcea3,retropog,bing_pigs,565.23,1767,1871,False,25349f93cf194f3baeee93d024eccc21
533,2854996,9,1756214578,DESERT_TEMPLE,BRIDGE,5cd115f0ec1240659db152406c0984a3,92b63a39b36a445fa94c77ae212dcea3,yjako,bing_pigs,598.309,1712,1812,False,92b63a39b36a445fa94c77ae212dcea3
534,2855021,9,1756214724,VILLAGE,STABLES,635f35ee69ed4f0c94ff26ece4818956,78a8ec9f99d34371b73decd2a78ff9b0,edcr,TUDORULE,470.709,1945,1808,False,635f35ee69ed4f0c94ff26ece4818956
535,2855105,9,1756215406,SHIPWRECK,TREASURE,78a8ec9f99d34371b73decd2a78ff9b0,92b63a39b36a445fa94c77ae212dcea3,TUDORULE,bing_pigs,626.45,1758,1864,False,78a8ec9f99d34371b73decd2a78ff9b0
536,2855176,9,1756216044,RUINED_PORTAL,BRIDGE,92b63a39b36a445fa94c77ae212dcea3,635f35ee69ed4f0c94ff26ece4818956,bing_pigs,edcr,465.159,1835,1958,False,635f35ee69ed4f0c94ff26ece4818956
537,2855252,9,1756216701,DESERT_TEMPLE,BRIDGE,92b63a39b36a445fa94c77ae212dcea3,78a8ec9f99d34371b73decd2a78ff9b0,bing_pigs,TUDORULE,512.186,1785,1836,False,92b63a39b36a445fa94c77ae212dcea3
538,2855389,9,1756217691,BURIED_TREASURE,HOUSING,92b63a39b36a445fa94c77ae212dcea3,bd276bdda370440a8754989c7faab51a,bing_pigs,CookieAddicts,518.294,1813,1608,False,92b63a39b36a445fa94c77ae212dcea3
539,2855470,9,1756218409,SHIPWRECK,BRIDGE,92b63a39b36a445fa94c77ae212dcea3,6ddcd037dd4048e8804d0f99fa1cf4c6,bing_pigs,Ale267,560.509,1823,1683,False,92b63a39b36a445fa94c77ae212dcea3
540,2855597,9,1756219275,VILLAGE,BRIDGE,92b63a39b36a445fa94c77ae212dcea3,cc432b2626a44ae1836a50244adbf468,bing_pigs,Watermelon1708,369.778,1835,1745,True,92b63a39b36a445fa94c77ae212dcea3
541,2855957,9,1756221854,VILLAGE,TREASURE,0b6c44a481e14c7e88ac836c92499ff4,92b63a39b36a445fa94c77ae212dcea3,Khepryyy,bing_pigs,273.067,1670,1854,True,92b63a39b36a445fa94c77ae212dcea3
542,2856148,9,1756223166,DESERT_TEMPLE,HOUSING,cc432b2626a44ae1836a50244adbf468,92b63a39b36a445fa94c77ae212dcea3,Watermelon1708,bing_pigs,536.661,1760,1865,False,92b63a39b36a445fa94c77ae212dcea3
543,2856243,9,1756223843,RUINED_PORTAL,STABLES,939ddf85303441de901d60bfa4109318,92b63a39b36a445fa94c77ae212dcea3,thecamo6,bing_pigs,553.859,1719,1897,True,
544,2856416,9,1756225031,RUINED_PORTAL,BRIDGE,92b63a39b36a445fa94c77ae212dcea3,132807fea3a54a02b6b1ad057430b002,bing_pigs,ulqt,716.748,1921,1643,False,132807fea3a54a02b6b1ad057430b002
545,2856546,9,1756226077,VILLAGE,HOUSING,939ddf85303441de901d60bfa4109318,92b63a39b36a445fa94c77ae212dcea3,thecamo6,bing_pigs,556.466,1727,1850,False,92b63a39b36a445fa94c77ae212dcea3
546,2856698,9,1756227193,DESERT_TEMPLE,HOUSING,070d5851c46a4a2da91e6ddfdb741d7f,92b63a39b36a445fa94c77ae212dcea3,TheLandSharkJeff,bing_pigs,537.203,1673,1868,False,92b63a39b36a445fa94c77ae212dcea3
547,2856829,9,1756228228,RUINED_PORTAL,TREASURE,132807fea3a54a02b6b1ad057430b002,92b63a39b36a445fa94c77ae212dcea3,ulqt,bing_pigs,707.355,1668,1880,False,92b63a39b36a445fa94c77ae212dcea3
548,2856909,9,1756228833,RUINED_PORTAL,BRIDGE,817a3f2e92da42ab89c64a787ce16d28,92b63a39b36a445fa94c77ae212dcea3,Voxio,bing_pigs,533.804,1691,1892,False,92b63a39b36a445fa94c77ae212dcea3
549,2857043,9,1756229729,BURIED_TREASURE,STABLES,070d5851c46a4a2da91e6ddfdb741d7f,92b63a39b36a445fa94c77ae212dcea3,TheLandSharkJeff,bing_pigs,638.595,1661,1905,False,92b63a39b36a445fa94c77ae212dcea3
550,2857136,9,1756230357,BURIED_TREASURE,TREASURE,bc80af38933f4ae19b0494681a54422b,92b63a39b36a445fa94c77ae212dcea3,Ancoboyy,bing_pigs,472.461,1833,1950,False,bc80af38933f4ae19b0494681a54422b
551,2857223,9,1756231049,DESERT_TEMPLE,BRIDGE,132807fea3a54a02b6b1ad057430b002,92b63a39b36a445fa94c77ae212dcea3,ulqt,bing_pigs,528.923,1655,1893,False,92b63a39b36a445fa94c77ae212dcea3
552,2857448,9,1756232748,VILLAGE,BRIDGE,7665f76f431b41c6b321bea16aff913b,92b63a39b36a445fa94c77ae212dcea3,lowk3y_,bing_pigs,452.609,1704,1941,False,7665f76f431b41c6b321bea16aff913b
553,2857630,9,1756234075,SHIPWRECK,TREASURE,8393e90d9dd94a3eb838146a5ae5b724,7665f76f431b41c6b321bea16aff913b,takachaaaaaaan,lowk3y_,675.615,1631,1741,False,7665f76f431b41c6b321bea16aff913b
554,2857726,9,1756234810,RUINED_PORTAL,BRIDGE,635f35ee69ed4f0c94ff26ece4818956,7665f76f431b41c6b321bea16aff913b,edcr,lowk3y_,445.288,2015,1744,False,7665f76f431b41c6b321bea16aff913b
555,2857823,9,1756235390,DESERT_TEMPLE,STABLES,635f35ee69ed4f0c94ff26ece4818956,92b63a39b36a445fa94c77ae212dcea3,edcr,bing_pigs,534.959,1984,1866,False,92b63a39b36a445fa94c77ae212dcea3
556,2857900,9,1756235990,VILLAGE,STABLES,92b63a39b36a445fa94c77ae212dcea3,7665f76f431b41c6b321bea16aff913b,bing_pigs,lowk3y_,539.446,1896,1814,False,92b63a39b36a445fa94c77ae212dcea3
557,2857978,9,1756236508,RUINED_PORTAL,HOUSING,7665f76f431b41c6b321bea16aff913b,635f35ee69ed4f0c94ff26ece4818956,lowk3y_,edcr,453.686,1756,1964,False,7665f76f431b41c6b321bea16aff913b
558,2858390,9,1756239703,SHIPWRECK,TREASURE,7665f76f431b41c6b321bea16aff913b,00f996cd910f479ba0903d85c2bdb1e0,lowk3y_,Bloonskiller,667.078,1789,1810,False,7665f76f431b41c6b321bea16aff913b
559,2858495,9,1756240444,BURIED_TREASURE,STABLES,635f35ee69ed4f0c94ff26ece4818956,00f996cd910f479ba0903d85c2bdb1e0,edcr,Bloonskiller,589.67,1897,1787,True,635f35ee69ed4f0c94ff26ece4818956
560,2858742,9,1756242157,SHIPWRECK,STABLES,7665f76f431b41c6b321bea16aff913b,817a3f2e92da42ab89c64a787ce16d28,lowk3y_,Voxio,579.834,1826,1681,False,7665f76f431b41c6b321bea16aff913b
561,2858894,9,1756243347,DESERT_TEMPLE,TREASURE,26c82339872246c489bf285760ca1af3,7665f76f431b41c6b321bea16aff913b,novadud,lowk3y_,724.881,1697,1840,False,7665f76f431b41c6b321bea16aff913b
562,2858970,9,1756243946,SHIPWRECK,STABLES,7665f76f431b41c6b321bea16aff913b,388533d5a2ad4b349a31db4738670a4b,lowk3y_,v_strid,558.85,1846,1939,False,7665f76f431b41c6b321bea16aff913b
563,2859763,9,1756251417,SHIPWRECK,STABLES,9a8e24df4c8549d696a6951da84fa5c4,41d79a18ef5540d6bb3d68634f06a3b1,Feinberg,okrzej_,670.079,1774,1775,False,9a8e24df4c8549d696a6951da84fa5c4
564,2860768,9,1756262238,VILLAGE,HOUSING,2ef2bfed3d084649b56290328970ace9,37e378a50afe41aa9a91139d524a7ba0,nahhann,Duk4n_,613.225,1832,1612,False,2ef2bfed3d084649b56290328970ace9
565,2860964,9,1756264723,SHIPWRECK,HOUSING,2ef2bfed3d084649b56290328970ace9,5ee577fdc1af45d3a6fb3e086cc293fb,nahhann,Ranik_,613.027,1842,1702,False,2ef2bfed3d084649b56290328970ace9
566,2861134,9,1756266802,RUINED_PORTAL,HOUSING,253b53d832ab4bafb5ee0308d5164ccf,2ef2bfed3d084649b56290328970ace9,Aquacorde,nahhann,597.28,1947,1848,False,2ef2bfed3d084649b56290328970ace9
567,2861454,9,1756271246,SHIPWRECK,STABLES,4aed1e5e8f5c44e2bc0666e0c03781af,a5d83ff042164ff1b862dedc118c1dae,nEmerald,steez,559.665,1615,1662,False,a5d83ff042164ff1b862dedc118c1dae
568,2861527,9,1756272083,RUINED_PORTAL,TREASURE,f2e05ad464b54d288fa18da14e9a2786,a5d83ff042164ff1b862dedc118c1dae,LEC666888,steez,754.298,1560,1720,False,f2e05ad464b54d288fa18da14e9a2786
569,2861589,9,1756272933,DESERT_TEMPLE,HOUSING,a5d83ff042164ff1b862dedc118c1dae,542eca51763f42ed925b8a68122a99fd,steez,m3rcuryOvO,756.255,1657,1558,False,a5d83ff042164ff1b862dedc118c1dae
570,2861645,9,1756273681,VILLAGE,HOUSING,253b53d832ab4bafb5ee0308d5164ccf,ac601ce7376f49cea7ce14cd577dac85,Aquacorde,BlazeMind,507.053,1889,1742,False,253b53d832ab4bafb5ee0308d5164ccf
571,2861709,9,1756274674,DESERT_TEMPLE,STABLES,ac601ce7376f49cea7ce14cd577dac85,8393e90d9dd94a3eb838146a5ae5b724,BlazeMind,takachaaaaaaan,784.856,1698,1621,False,ac601ce7376f49cea7ce14cd577dac85
572,2861717,9,1756274914,VILLAGE,BRIDGE,5ee577fdc1af45d3a6fb3e086cc293fb,253b53d832ab4bafb5ee0308d5164ccf,Ranik_,Aquacorde,577.79,1694,1905,False,253b53d832ab4bafb5ee0308d5164ccf
573,2861753,9,1756275313,SHIPWRECK,BRIDGE,ac601ce7376f49cea7ce14cd577dac85,a5d83ff042164ff1b862dedc118c1dae,BlazeMind,steez,499.053,1712,1705,False,ac601ce7376f49cea7ce14cd577dac85
574,2861811,9,1756276240,VILLAGE,TREASURE,2e12870c08ec4337bc2e8fbf54e79853,a5d83ff042164ff1b862dedc118c1dae,TapL,steez,744.933,1508,1655,False,a5d83ff042164ff1b862dedc118c1dae
575,2861837,9,1756276595,DESERT_TEMPLE,HOUSING,addd890764404097b3f12acdde2adf33,ac601ce7376f49cea7ce14cd577dac85,_Hypn0tic,BlazeMind,611.582,1557,1774,False,addd890764404097b3f12acdde2adf33
576,2861864,9,1756276997,VILLAGE,HOUSING,542eca51763f42ed925b8a68122a99fd,a5d83ff042164ff1b862dedc118c1dae,m3rcuryOvO,steez,577.936,1578,1667,False,a5d83ff042164ff1b862dedc118c1dae
577,2861908,9,1756277618,BURIED_TREASURE,TREASURE,8393e90d9dd94a3eb838146a5ae5b724,ac601ce7376f49cea7ce14cd577dac85,takachaaaaaaan,BlazeMind,573.679,1628,1706,False,ac601ce7376f49cea7ce14cd577dac85
578,2861963,9,1756278539,VILLAGE,HOUSING,542eca51763f42ed925b8a68122a99fd,ac601ce7376f49cea7ce14cd577dac85,m3rcuryOvO,BlazeMind,594.32,1531,1726,False,ac601ce7376f49cea7ce14cd577dac85
579,2862125,9,1756281300,RUINED_PORTAL,STABLES,8393e90d9dd94a3eb838146a5ae5b724,ac601ce7376f49cea7ce14cd577dac85,takachaaaaaaan,BlazeMind,610.589,1582,1775,False,8393e90d9dd94a3eb838146a5ae5b724
580,2862206,9,1756282238,RUINED_PORTAL,STABLES,addd890764404097b3f12acdde2adf33,ac601ce7376f49cea7ce14cd577dac85,_Hypn0tic,BlazeMind,493.215,1684,1707,False,ac601ce7376f49cea7ce14cd577dac85
581,2862286,9,1756283418,DESERT_TEMPLE,HOUSING,8393e90d9dd94a3eb838146a5ae5b724,ac601ce7376f49cea7ce14cd577dac85,takachaaaaaaan,BlazeMind,518.795,1644,1727,True,ac601ce7376f49cea7ce14cd577dac85
582,2862392,9,1756284842,VILLAGE,BRIDGE,addd890764404097b3f12acdde2adf33,ac601ce7376f49cea7ce14cd577dac85,_Hypn0tic,BlazeMind,512.013,1654,1743,False,ac601ce7376f49cea7ce14cd577dac85
583,2863076,9,1756292655,SHIPWRECK,HOUSING,ac601ce7376f49cea7ce14cd577dac85,553414a2c89b4d6b8c0ba5bd89284508,BlazeMind,ulsah1n,609.502,1757,1733,False,ac601ce7376f49cea7ce14cd577dac85
584,2863163,9,1756293569,RUINED_PORTAL,TREASURE,ac601ce7376f49cea7ce14cd577dac85,734a1c6118754829acc234135470152c,BlazeMind,yeopgihoney,483.566,1781,1577,False,ac601ce7376f49cea7ce14cd577dac85
585,2863230,9,1756294223,SHIPWRECK,HOUSING,553414a2c89b4d6b8c0ba5bd89284508,ac601ce7376f49cea7ce14cd577dac85,ulsah1n,BlazeMind,567.494,1731,1788,True,ac601ce7376f49cea7ce14cd577dac85
586,2863414,9,1756296067,VILLAGE,BRIDGE,ac601ce7376f49cea7ce14cd577dac85,8393e90d9dd94a3eb838146a5ae5b724,BlazeMind,takachaaaaaaan,381.635,1808,1654,True,ac601ce7376f49cea7ce14cd577dac85
587,2863491,9,1756296661,SHIPWRECK,HOUSING,ac601ce7376f49cea7ce14cd577dac85,553414a2c89b4d6b8c0ba5bd89284508,BlazeMind,ulsah1n,520.889,1860,1707,False,553414a2c89b4d6b8c0ba5bd89284508
588,2863599,9,1756297727,SHIPWRECK,STABLES,ac601ce7376f49cea7ce14cd577dac85,79dab6610bb34d6d8c6f8348bed3620e,BlazeMind,Pi1Mu9353,573.224,1799,1621,False,ac601ce7376f49cea7ce14cd577dac85
589,2863686,9,1756298557,DESERT_TEMPLE,BRIDGE,ac601ce7376f49cea7ce14cd577dac85,553414a2c89b4d6b8c0ba5bd89284508,BlazeMind,ulsah1n,557.098,1808,1762,False,ac601ce7376f49cea7ce14cd577dac85
590,2863787,9,1756299517,BURIED_TREASURE,HOUSING,0b164a03002048d3955715422179eedf,ac601ce7376f49cea7ce14cd577dac85,KenanKardes,BlazeMind,505.38,1650,1868,False,0b164a03002048d3955715422179eedf
591,2863887,9,1756300468,SHIPWRECK,TREASURE,8393e90d9dd94a3eb838146a5ae5b724,ac601ce7376f49cea7ce14cd577dac85,takachaaaaaaan,BlazeMind,527.174,1676,1801,True,ac601ce7376f49cea7ce14cd577dac85
592,2863985,9,1756301302,SHIPWRECK,BRIDGE,25349f93cf194f3baeee93d024eccc21,ac601ce7376f49cea7ce14cd577dac85,retropog,BlazeMind,761.478,1805,1851,False,25349f93cf194f3baeee93d024eccc21
593,2864164,9,1756302771,RUINED_PORTAL,BRIDGE,ac601ce7376f49cea7ce14cd577dac85,41d79a18ef5540d6bb3d68634f06a3b1,BlazeMind,okrzej_,504.564,1793,1767,False,ac601ce7376f49cea7ce14cd577dac85
594,2864276,9,1756303610,VILLAGE,TREASURE,ac601ce7376f49cea7ce14cd577dac85,0b6c44a481e14c7e88ac836c92499ff4,BlazeMind,Khepryyy,749.225,1856,1595,False,0b6c44a481e14c7e88ac836c92499ff4
595,2864376,9,1756304280,VILLAGE,BRIDGE,070d5851c46a4a2da91e6ddfdb741d7f,ac601ce7376f49cea7ce14cd577dac85,TheLandSharkJeff,BlazeMind,583.216,1653,1788,False,ac601ce7376f49cea7ce14cd577dac85
596,2864520,9,1756305390,DESERT_TEMPLE,STABLES,3b01d4b4fef14f178b75f05c04dd34ef,0b164a03002048d3955715422179eedf,BeefSalad,KenanKardes,162.763,1767,1690,True,3b01d4b4fef14f178b75f05c04dd34ef
597,2864634,9,1756306175,DESERT_TEMPLE,TREASURE,0b6c44a481e14c7e88ac836c92499ff4,3b01d4b4fef14f178b75f05c04dd34ef,Khepryyy,BeefSalad,358.19,1688,1784,True,3b01d4b4fef14f178b75f05c04dd34ef
598,2864744,9,1756306997,DESERT_TEMPLE,STABLES,3b01d4b4fef14f178b75f05c04dd34ef,0b164a03002048d3955715422179eedf,BeefSalad,KenanKardes,551.657,1799,1692,False,3b01d4b4fef14f178b75f05c04dd34ef
599,2864785,9,1756307316,DESERT_TEMPLE,HOUSING,8826e1e6d21b46ecbc5d5246b836f36a,635f35ee69ed4f0c94ff26ece4818956,4antoo,edcr,615.674,1724,1914,False,635f35ee69ed4f0c94ff26ece4818956
600,2864880,9,1756307952,BURIED_TREASURE,BRIDGE,3b01d4b4fef14f178b75f05c04dd34ef,635f35ee69ed4f0c94ff26ece4818956,BeefSalad,edcr,551.507,1805,1964,False,3b01d4b4fef14f178b75f05c04dd34ef
601,2865013,9,1756308895,SHIPWRECK,BRIDGE,3b01d4b4fef14f178b75f05c04dd34ef,0b6c44a481e14c7e88ac836c92499ff4,BeefSalad,Khepryyy,589.359,1855,1693,True,
602,2865106,9,1756309604,BURIED_TREASURE,STABLES,b140bbd0317d4eba89d34288f1b8f0c7,3b01d4b4fef14f178b75f05c04dd34ef,amar1y,BeefSalad,531.2,1640,1839,False,3b01d4b4fef14f178b75f05c04dd34ef
603,2867153,9,1756325700,VILLAGE,HOUSING,939ddf85303441de901d60bfa4109318,253b53d832ab4bafb5ee0308d5164ccf,thecamo6,Aquacorde,643.596,1665,1957,False,939ddf85303441de901d60bfa4109318
604,2867290,9,1756326737,DESERT_TEMPLE,HOUSING,0b164a03002048d3955715422179eedf,253b53d832ab4bafb5ee0308d5164ccf,KenanKardes,Aquacorde,638.307,1658,1928,False,0b164a03002048d3955715422179eedf
605,2867424,9,1756327787,VILLAGE,BRIDGE,97559a8303d44690b85db9e1e1f6764f,253b53d832ab4bafb5ee0308d5164ccf,shrddr,Aquacorde,688.296,1682,1861,False,253b53d832ab4bafb5ee0308d5164ccf
606,2867498,9,1756328356,BURIED_TREASURE,HOUSING,00f996cd910f479ba0903d85c2bdb1e0,253b53d832ab4bafb5ee0308d5164ccf,Bloonskiller,Aquacorde,514.836,1787,1871,False,253b53d832ab4bafb5ee0308d5164ccf
607,2867580,9,1756329033,DESERT_TEMPLE,STABLES,41d79a18ef5540d6bb3d68634f06a3b1,253b53d832ab4bafb5ee0308d5164ccf,okrzej_,Aquacorde,535.139,1721,1929,False,41d79a18ef5540d6bb3d68634f06a3b1
608,2867695,9,1756329979,RUINED_PORTAL,TREASURE,253b53d832ab4bafb5ee0308d5164ccf,635f35ee69ed4f0c94ff26ece4818956,Aquacorde,edcr,493.456,1856,1937,False,253b53d832ab4bafb5ee0308d5164ccf
