match_id,date,player_a_uuid,player_b_uuid,player_a_nickname,player_b_nickname,elo_diff,h2h_win_rate_A,map_wr_diff,streak_diff,consistency_diff,form_diff,nether_pace_diff,bastion_pace_diff,fortress_pace_diff,stronghold_pace_diff,end_enter_diff,end_fight_diff,bastion_first_diff,conversion_diff,overworld_type,bastion_type,target
3124486,1758845708,a54e3bc4c6354b07a236b81efbcfe791,9a8e24df4c8549d696a6951da84fa5c4,Infume,Feinberg,126,0.75,0.41717523975588494,1,-35.4692629882017,0.0,-20.06320000000001,-8.264600000000002,-18.20399999999998,10.256000000000004,-12.066899999999976,-67.40580000000001,0.0,0.044754521963824234,VILLAGE,STABLES,0
3124511,1758845982,2ef2bfed3d084649b56290328970ace9,d7d0b271136647fea7398a444ab51c13,nahhann,JustAltoid,211,0.625,0.14901960784313728,0,2.885622706577628,0.09999999999999998,0.238900000000001,6.693799999999982,-0.48380000000000223,18.300300000000007,7.086999999999989,76.5197,0.0,0.1377137713771378,SHIPWRECK,HOUSING,0
3124557,1758846416,a54e3bc4c6354b07a236b81efbcfe791,2fe70934e7be458dba747c4ac830391c,Infume,steezFemboy,135,0.5,-0.0034767492394610633,-2,-2.48695505736319,0.0,-41.59999999999998,-6.774700000000024,-22.290200000000013,7.230899999999998,-73.10839999999996,-29.72489999999999,0.0,0.015496827898331178,DESERT_TEMPLE,STABLES,1
3124595,1758846803,d7d0b271136647fea7398a444ab51c13,9a8e24df4c8549d696a6951da84fa5c4,JustAltoid,Feinberg,-367,0.5,0.007518796992481203,0,-26.639585452251126,-0.29999999999999993,-6.084400000000002,14.418099999999981,1.7647999999999797,11.848899999999993,47.89359999999988,-63.620000000000005,0.0,-0.19632107023411371,VILLAGE,TREASURE,0
3124659,1758847494,9a8e24df4c8549d696a6951da84fa5c4,a54e3bc4c6354b07a236b81efbcfe791,Feinberg,Infume,-82,0.2727272727272727,0.015384615384615441,1,29.033278306593942,0.09999999999999998,20.254099999999994,12.940600000000018,18.62039999999999,-13.898399999999999,7.263000000000034,85.56090000000003,0.0,-0.0384033359114907,DESERT_TEMPLE,BRIDGE,1
3124691,1758847803,a037073c42944363b580c54f1140d029,2fe70934e7be458dba747c4ac830391c,ValdarenMC,steezFemboy,-237,0.5,-0.527027027027027,0,-11.65945288509397,-0.5,-21.27973333333331,43.83760000000001,18.275499999999994,19.979599999999998,67.23889999999994,-81.3522,0.0,-0.7853881278538812,SHIPWRECK,STABLES,0
3124806,1758848899,9a8e24df4c8549d696a6951da84fa5c4,2fe70934e7be458dba747c4ac830391c,Feinberg,steezFemboy,119,0.7142857142857143,0.15658515658515665,2,11.632784490156084,0.19999999999999996,-2.9206999999999823,-7.485500000000002,1.2225999999999857,-9.674,-60.12869999999981,65.39189999999998,0.0,-0.021212121212121238,BURIED_TREASURE,TREASURE,1
3124876,1758849581,e0d12c300fe848018d4cafc0e7577986,2fe70934e7be458dba747c4ac830391c,Tamatorian1912,steezFemboy,-257,0.5,0.015625,0,-96.04615411170819,-0.5,-107.082,-34.1053,42.41719999999998,-36.454,-547.6584999999999,-69.2461,0.0,-0.2863636363636364,BURIED_TREASURE,BRIDGE,0
3125053,1758851383,a54e3bc4c6354b07a236b81efbcfe791,2fe70934e7be458dba747c4ac830391c,Infume,steezFemboy,134,0.6,0.2163034705407587,-1,-32.17702833427728,-0.09999999999999998,-16.869299999999996,-27.704300000000018,-16.885800000000003,8.493099999999998,-63.94640000000004,-18.804499999999997,0.0,0.014431797795363521,VILLAGE,BRIDGE,1
3125055,1758851388,9a8e24df4c8549d696a6951da84fa5c4,d7d0b271136647fea7398a444ab51c13,Feinberg,JustAltoid,390,0.6666666666666666,0.18518518518518523,4,28.93980696169382,0.39999999999999997,-1.5069999999999908,-13.572099999999978,-2.7743999999999858,-11.153200000000005,-56.44330000000002,86.12449999999998,0.0,0.22525062656641603,DESERT_TEMPLE,STABLES,1
3125117,1758852012,9a8e24df4c8549d696a6951da84fa5c4,a54e3bc4c6354b07a236b81efbcfe791,Feinberg,Infume,-41,0.29411764705882354,0.1107249255213506,4,38.30651144351904,0.09999999999999998,20.356899999999996,9.786200000000008,18.652800000000013,2.242900000000006,21.712699999999927,109.51899999999999,0.0,-0.03397486252945803,BURIED_TREASURE,BRIDGE,1
